QueryType,SchemaName,TableCount,TableName,TableType
Table Details,cdwwork_dim,0,LabChemTestSynonym,VIEW
Table Details,cdwwork_dim,0,LabChemTestUrgency,VIEW
Table Details,cdwwork_dim,0,LabCode,VIEW
Table Details,cdwwork_dim,0,LabCodeSubtype,VIEW
Table Details,cdwwork_dim,0,LabResultOrderParameter,VIEW
Table Details,cdwwork_dim,0,LabSection,VIEW
Table Details,cdwwork_dim,0,Letter,VIEW
Table Details,cdwwork_dim,0,localdrug,VIEW
Table Details,cdwwork_dim,0,LocalDrugNDCByOutpatientSite,VIEW
Table Details,cdwwork_dim,0,LocalDrugSynonym,VIEW
Table Details,cdwwork_dim,0,LocalPatientRecordFlag,VIEW
Table Details,cdwwork_dim,0,LocalPossibleDosage,VIEW
Table Details,cdwwork_dim,0,LocalSurgicalSpecialty,VIEW
Table Details,cdwwork_dim,0,Location,VIEW
Table Details,cdwwork_dim,0,LocationAdminTimes,VIEW
Table Details,cdwwork_dim,0,LocationInstruction,VIEW
Table Details,cdwwork_dim,0,LocationProvider,VIEW
Table Details,cdwwork_dim,0,LocationType,VIEW
Table Details,cdwwork_dim,0,Logic,VIEW
Table Details,cdwwork_dim,0,LOINC,VIEW
Table Details,cdwwork_dim,0,LTCCoPayExemption,VIEW
Table Details,cdwwork_dim,0,majorconceptmap,VIEW
Table Details,cdwwork_dim,0,Manufacturer,VIEW
Table Details,cdwwork_dim,0,MaritalStatus,VIEW
Table Details,cdwwork_dim,0,maseligibility,VIEW
Table Details,cdwwork_dim,0,MASMovementType,VIEW
Table Details,cdwwork_dim,0,MASService,VIEW
Table Details,cdwwork_dim,0,MASTransactionType,VIEW
Table Details,cdwwork_dim,0,MDC,VIEW
Table Details,cdwwork_dim,0,MeansTestStatus,VIEW
Table Details,cdwwork_dim,0,MeansTestStatusDescription,VIEW
Table Details,cdwwork_dim,0,MeansTypeOfTest,VIEW
Table Details,cdwwork_dim,0,MedicationInstruction,VIEW
Table Details,cdwwork_dim,0,MedicationInstructionWard,VIEW
Table Details,cdwwork_dim,0,medicationroute,VIEW
Table Details,cdwwork_dim,0,MedInstructionDrugsForDosingChkFreq,VIEW
Table Details,cdwwork_dim,0,MenuOption,VIEW
Table Details,cdwwork_dim,0,MHRules,VIEW
Table Details,cdwwork_dim,0,ModeOfTransportation,VIEW
Table Details,cdwwork_dim,0,Morphology,VIEW
Table Details,cdwwork_dim,0,MRSADivisionIsolationOrder,VIEW
Table Details,cdwwork_dim,0,MRSADivisionMap,VIEW
Table Details,cdwwork_dim,0,MRSADivisionParameter,VIEW
Table Details,cdwwork_dim,0,MRSAWardLocationMap,VIEW
Table Details,cdwwork_dim,0,NationalDrug,VIEW
Table Details,cdwwork_dim,0,NationalDrugCodingSystem,VIEW
Table Details,cdwwork_dim,0,NationalDrugCodingSystemCode,VIEW
Table Details,cdwwork_dim,0,NationalDrugCopayTier,VIEW
Table Details,cdwwork_dim,0,NationalDrugDOTShipping,VIEW
Table Details,cdwwork_dim,0,NationalDrugFormularyDesignator,VIEW
Table Details,cdwwork_dim,0,NationalDrugIngredient,VIEW
Table Details,cdwwork_dim,0,NationalPatientRecordFlag,VIEW
Table Details,cdwwork_dim,0,NationalPossibleDosage,VIEW
Table Details,cdwwork_dim,0,NationalVALabCode,VIEW
Table Details,cdwwork_dim,0,NationalVALabCodeRelatedTerm,VIEW
Table Details,cdwwork_dim,0,NationalVALabCodeSpecimen,VIEW
Table Details,cdwwork_dim,0,NationalVALabCodeTimeAspect,VIEW
Table Details,cdwwork_dim,0,NatureOfOrder,VIEW
Table Details,cdwwork_dim,0,NCPDPFormat,VIEW
Table Details,cdwwork_dim,0,NCPDPProcessor,VIEW
Table Details,cdwwork_dim,0,NCPDPRelationshipCode,VIEW
Table Details,cdwwork_dim,0,NDCUPNLink,VIEW
Table Details,cdwwork_dim,0,NonAcuteClassification,VIEW
Table Details,cdwwork_dim,0,NonBillableClinic,VIEW
Table Details,cdwwork_dim,0,NonBillableStopCode,VIEW
Table Details,cdwwork_dim,0,NonExpendAdminOffice,VIEW
Table Details,cdwwork_dim,0,NonExpendBudgetObjectCode,VIEW
Table Details,cdwwork_dim,0,NonExpendFundCode,VIEW
Table Details,cdwwork_dim,0,NonExpendGeneralLedger,VIEW
Table Details,cdwwork_dim,0,NonExpendGeneralLedgerGroup,VIEW
Table Details,cdwwork_dim,0,NonExpendStatus,VIEW
Table Details,cdwwork_dim,0,NotComorbidICD10Diagnosis,VIEW
Table Details,cdwwork_dim,0,NotComorbidICD9Diagnosis,VIEW
Table Details,cdwwork_dim,0,OldMedInstructionSchedule,VIEW
Table Details,cdwwork_dim,0,OldScheduleName,VIEW
Table Details,cdwwork_dim,0,OperatingRoom,VIEW
Table Details,cdwwork_dim,0,OperatingRoomBlockScheduleDate,VIEW
Table Details,cdwwork_dim,0,OperatingRoomSchedule,VIEW
Table Details,cdwwork_dim,0,OperatingRoomScheduleDate,VIEW
Table Details,cdwwork_dim,0,OperatingRoomServiceBlockout,VIEW
Table Details,cdwwork_dim,0,OperatingRoomType,VIEW
Table Details,cdwwork_dim,0,OrderableItem,VIEW
Table Details,cdwwork_dim,0,OrderableItemSetMembership,VIEW
Table Details,cdwwork_dim,0,OrderableItemSynonym,VIEW
Table Details,cdwwork_dim,0,OrderCheckReason,VIEW
Table Details,cdwwork_dim,0,OrderDialog,VIEW
Table Details,cdwwork_dim,0,OrderReason,VIEW
Table Details,cdwwork_dim,0,OrderStatus,VIEW
Table Details,cdwwork_dim,0,OrderUnit,VIEW
Table Details,cdwwork_dim,0,Organism,VIEW
Table Details,cdwwork_dim,0,OutOfServiceReason,VIEW
Table Details,cdwwork_dim,0,PackageSize,VIEW
Table Details,cdwwork_dim,0,PackageType,VIEW
Table Details,cdwwork_dim,0,PatientConsciousness,VIEW
Table Details,cdwwork_dim,0,PatientMood,VIEW
Table Details,cdwwork_dim,0,PatientRecordFlagType,VIEW
Table Details,cdwwork_dim,0,PatientType,VIEW
Table Details,cdwwork_dim,0,PBMPlan,VIEW
Table Details,cdwwork_dim,0,PCEDataSource,VIEW
Table Details,cdwwork_dim,0,PeriodOfService,VIEW
Table Details,cdwwork_dim,0,PeriodOfServiceEligibility,VIEW
Table Details,cdwwork_dim,0,PharmacyOrderableItem,VIEW
Table Details,cdwwork_dim,0,PharmacyOrderableItemIndications,VIEW
Table Details,cdwwork_dim,0,PharmacyOrderableItemMedRoute,VIEW
Table Details,cdwwork_dim,0,PharmacyOrderableItemOtherLangIndic,VIEW
Table Details,cdwwork_dim,0,PharmacyOrderableItemSynonym,VIEW
Table Details,cdwwork_dim,0,PharmacyPatientStatus,VIEW
Table Details,cdwwork_dim,0,PharmacySite,VIEW
Table Details,cdwwork_dim,0,PlaceOfDisposition,VIEW
Table Details,cdwwork_dim,0,PlanCoverageLimitation,VIEW
Table Details,cdwwork_dim,0,PlanLimitationCategory,VIEW
Table Details,cdwwork_dim,0,POWLocation,VIEW
Table Details,cdwwork_dim,0,PRCDFund,VIEW
Table Details,cdwwork_dim,0,PreventativeMaintenanceProcedure,VIEW
Table Details,cdwwork_dim,0,PrimaryDrug,VIEW
Table Details,cdwwork_dim,0,primarydrugapplication,VIEW
Table Details,cdwwork_dim,0,primarydrugsynonym,VIEW
Table Details,cdwwork_dim,0,ProcedureSubspecialtyType,VIEW
Table Details,cdwwork_dim,0,ProcurementSource,VIEW
Table Details,cdwwork_dim,0,PronounType,VIEW
Table Details,cdwwork_dim,0,ProsAMISCategory,VIEW
Table Details,cdwwork_dim,0,ProsAMISRepairCategory,VIEW
Table Details,cdwwork_dim,0,ProsAMISReport,VIEW
Table Details,cdwwork_dim,0,ProsAutoAdaptiveEqpt,VIEW
Table Details,cdwwork_dim,0,ProsAutoAdaptiveEqptMftr,VIEW
Table Details,cdwwork_dim,0,ProsDisabilityGroupCode,VIEW
Table Details,cdwwork_dim,0,ProsDisabilityWorksheet,VIEW
Table Details,cdwwork_dim,0,ProsHCPCSBalance,VIEW
Table Details,cdwwork_dim,0,ProsInventoryTransaction,VIEW
Table Details,cdwwork_dim,0,ProsItemLocation,VIEW
Table Details,cdwwork_dim,0,ProsItemLocationHCPCS,VIEW
Table Details,cdwwork_dim,0,ProsStock,VIEW
Table Details,cdwwork_dim,0,ProsStockLocation,VIEW
Table Details,cdwwork_dim,0,Prosthesis,VIEW
Table Details,cdwwork_dim,0,ProstheticLetter,VIEW
Table Details,cdwwork_dim,0,ProstheticsAMISCode,VIEW
Table Details,cdwwork_dim,0,ProstheticsHCPCS,VIEW
Table Details,cdwwork_dim,0,ProstheticsHCPCSItem,VIEW
Table Details,cdwwork_dim,0,ProstheticsHCPCSItemMaster,VIEW
Table Details,cdwwork_dim,0,ProstheticSiteParameter,VIEW
Table Details,cdwwork_dim,0,ProstheticsMasterAMISCode,VIEW
Table Details,cdwwork_dim,0,Protocol,VIEW
Table Details,cdwwork_dim,0,ProviderClass,VIEW
Table Details,cdwwork_dim,0,providernarrative,VIEW
Table Details,cdwwork_dim,0,ProviderType,VIEW
Table Details,cdwwork_dim,0,Race,VIEW
Table Details,cdwwork_dim,0,RadiologyCommonProcedure,VIEW
Table Details,cdwwork_dim,0,RadiologyCommonProcedureModifier,VIEW
Table Details,cdwwork_dim,0,RadiologyComplicationType,VIEW
Table Details,cdwwork_dim,0,RadiologyContractAgreement,VIEW
Table Details,cdwwork_dim,0,RadiologyCPTProcedure,VIEW
Table Details,cdwwork_dim,0,RadiologyDependentProcedure,VIEW
Table Details,cdwwork_dim,0,RadiologyDiagnosticCode,VIEW
Table Details,cdwwork_dim,0,RadiologyDivision,VIEW
Table Details,cdwwork_dim,0,RadiologyDivisionLocation,VIEW
Table Details,cdwwork_dim,0,RadiologyEquipmentRoom,VIEW
Table Details,cdwwork_dim,0,RadiologyExamStatus,VIEW
Table Details,cdwwork_dim,0,RadiologyHoldCancelReason,VIEW
Table Details,cdwwork_dim,0,RadiologyLocation,VIEW
Table Details,cdwwork_dim,0,RadiologyModality,VIEW
Table Details,cdwwork_dim,0,radiologyprocedure,VIEW
Table Details,cdwwork_dim,0,RadiologyProcedureContrastMedia,VIEW
Table Details,cdwwork_dim,0,RadiologyProcedureModifier,VIEW
Table Details,cdwwork_dim,0,RadiologyProcedureModifierImagingType,VIEW
Table Details,cdwwork_dim,0,RadiopharmaceuticalLot,VIEW
Table Details,cdwwork_dim,0,RadiopharmaceuticalSource,VIEW
Table Details,cdwwork_dim,0,Reactant,VIEW
Table Details,cdwwork_dim,0,ReactantDrugClass,VIEW
Table Details,cdwwork_dim,0,ReactantDrugIngredient,VIEW
Table Details,cdwwork_dim,0,ReactantSynonym,VIEW
Table Details,cdwwork_dim,0,Reaction,VIEW
Table Details,cdwwork_dim,0,ReactionEffectiveDate,VIEW
Table Details,cdwwork_dim,0,ReactionSynonym,VIEW
Table Details,cdwwork_dim,0,RecallReminderParameter,VIEW
Table Details,cdwwork_dim,0,recallreminderprovider,VIEW
Table Details,cdwwork_dim,0,RecallReminderTeam,VIEW
Table Details,cdwwork_dim,0,RecallReminderType,VIEW
Table Details,cdwwork_dim,0,releaseevent,VIEW
Table Details,cdwwork_dim,0,Religion,VIEW
Table Details,cdwwork_dim,0,RequestClassification,VIEW
Table Details,cdwwork_dim,0,RequestService,VIEW
Table Details,cdwwork_dim,0,RequiredICD10Diagnosis,VIEW
Table Details,cdwwork_dim,0,RequiredICD9Diagnosis,VIEW
Table Details,cdwwork_dim,0,RevenueCode,VIEW
Table Details,cdwwork_dim,0,revenuesourcecode,VIEW
Table Details,cdwwork_dim,0,ReviewType,VIEW
Table Details,cdwwork_dim,0,ROIDocumentType,VIEW
Table Details,cdwwork_dim,0,ROIIndicator,VIEW
Table Details,cdwwork_dim,0,ROIRequestAuthorityType,VIEW
Table Details,cdwwork_dim,0,ROIRequestorType,VIEW
Table Details,cdwwork_dim,0,ROIRequestReason,VIEW
Table Details,cdwwork_dim,0,ROIRequestType,VIEW
Table Details,cdwwork_dim,0,ROIStatusCode,VIEW
Table Details,cdwwork_dim,0,RoomBed,VIEW
Table Details,cdwwork_dim,0,RoomBedOoS,VIEW
Table Details,cdwwork_dim,0,ServiceSection,VIEW
Table Details,cdwwork_dim,0,SexualOrientationType,VIEW
Table Details,cdwwork_dim,0,SIOrISCategory,VIEW
Table Details,cdwwork_dim,0,skinintegrity,VIEW
Table Details,cdwwork_dim,0,skinprepagent,VIEW
Table Details,cdwwork_dim,0,SkinTest,VIEW
Table Details,cdwwork_dim,0,SNOMEDDisease,VIEW
Table Details,cdwwork_dim,0,SNOMEDFunction,VIEW
Table Details,cdwwork_dim,0,SNOMEDProcedure,VIEW
Table Details,cdwwork_dim,0,SourceOfIncomeTest,VIEW
Table Details,cdwwork_dim,0,spacekey,VIEW
Table Details,cdwwork_dim,0,Specialty,VIEW
Table Details,cdwwork_dim,0,Sta3n,VIEW
Table Details,cdwwork_dim,0,standardmedicationroute,VIEW
Table Details,cdwwork_dim,0,StandardPosition,VIEW
Table Details,cdwwork_dim,0,State,VIEW
Table Details,cdwwork_dim,0,StateCounty,VIEW
Table Details,cdwwork_dim,0,StopCode,VIEW
Table Details,cdwwork_dim,0,StopCodeClassificationException,VIEW
Table Details,cdwwork_dim,0,SurgeryCancelReason,VIEW
Table Details,cdwwork_dim,0,SurgeryDelayCause,VIEW
Table Details,cdwwork_dim,0,SurgeryDisposition,VIEW
Table Details,cdwwork_dim,0,SurgeryDispositionSynonym,VIEW
Table Details,cdwwork_dim,0,SurgeryOccurrenceCategory,VIEW
Table Details,cdwwork_dim,0,surgeryposition,VIEW
Table Details,cdwwork_dim,0,surgerytransportdevice,VIEW
Table Details,cdwwork_dim,0,SurgicalSpecialty,VIEW
Table Details,cdwwork_dim,0,survey,VIEW
Table Details,cdwwork_dim,0,SurveyBattery,VIEW
Table Details,cdwwork_dim,0,SurveyBatteryID,VIEW
Table Details,cdwwork_dim,0,SurveyChoice,VIEW
Table Details,cdwwork_dim,0,SurveyChoiceType,VIEW
Table Details,cdwwork_dim,0,SurveyContent,VIEW
Table Details,cdwwork_dim,0,SurveyDisplay,VIEW
Table Details,cdwwork_dim,0,SurveyQuestion,VIEW
Table Details,cdwwork_dim,0,SurveyReport,VIEW
Table Details,cdwwork_dim,0,SurveyRules,VIEW
Table Details,cdwwork_dim,0,SurveyScale,VIEW
Table Details,cdwwork_dim,0,SurveyScaleGroup,VIEW
Table Details,cdwwork_dim,0,SurveyScoringKey,VIEW
Table Details,cdwwork_dim,0,SurveySection,VIEW
Table Details,cdwwork_dim,0,SurveySkippedQuestion,VIEW
Table Details,cdwwork_dim,0,team,VIEW
Table Details,cdwwork_dim,0,teamposition,VIEW
Table Details,cdwwork_dim,0,TermCategory,VIEW
Table Details,cdwwork_dim,0,TermSource,VIEW
Table Details,cdwwork_dim,0,TIUDocumentDefinition,VIEW
Table Details,cdwwork_dim,0,TIUDocumentDefinitionItem,VIEW
Table Details,cdwwork_dim,0,TIUDocumentType,VIEW
Table Details,cdwwork_dim,0,TIUItem,VIEW
Table Details,cdwwork_dim,0,TIURole,VIEW
Table Details,cdwwork_dim,0,TIUSearchCategory,VIEW
Table Details,cdwwork_dim,0,TIUService,VIEW
Table Details,cdwwork_dim,0,TIUSetting,VIEW
Table Details,cdwwork_dim,0,TIUStandardTitle,VIEW
Table Details,cdwwork_dim,0,TIUStandardTitleLOINC,VIEW
Table Details,cdwwork_dim,0,TIUStatus,VIEW
Table Details,cdwwork_dim,0,TIUSubjectMatterDomain,VIEW
Table Details,cdwwork_dim,0,TIUTemplate,VIEW
Table Details,cdwwork_dim,0,TIUTemplateBoilerplate,VIEW
Table Details,cdwwork_dim,0,TIUTemplateDescription,VIEW
Table Details,cdwwork_dim,0,TIUTemplateField,VIEW
Table Details,cdwwork_dim,0,TIUTemplateFieldDescription,VIEW
Table Details,cdwwork_dim,0,TIUTemplateItem,VIEW
Table Details,cdwwork_dim,0,Topography,VIEW
Table Details,cdwwork_dim,0,TreatingSpecialty,VIEW
Table Details,cdwwork_dim,0,Treatment,VIEW
Table Details,cdwwork_dim,0,UCUMCode,VIEW
Table Details,cdwwork_dim,0,UDActivityLogReason,VIEW
Table Details,cdwwork_dim,0,UserClass,VIEW
Table Details,cdwwork_dim,0,UtilitySystem,VIEW
Table Details,cdwwork_dim,0,Vendor,VIEW
Table Details,cdwwork_dim,0,VendorContractNumber,VIEW
Table Details,cdwwork_dim,0,VendorFPDSCode,VIEW
Table Details,cdwwork_dim,0,VendorOwnershipType,VIEW
Table Details,cdwwork_dim,0,VendorSynonym,VIEW
Table Details,cdwwork_dim,0,ViewAlertParameter,VIEW
Table Details,cdwwork_dim,0,VistaDomain,VIEW
Table Details,cdwwork_dim,0,VistaField,VIEW
Table Details,cdwwork_dim,0,VistaFieldVariablePointer,VIEW
Table Details,cdwwork_dim,0,VistaFile,VIEW
Table Details,cdwwork_dim,0,VistaPackage,VIEW
Table Details,cdwwork_dim,0,VistaSecurityKey,VIEW
Table Details,cdwwork_dim,0,VistaSecurityKeyDescription,VIEW
Table Details,cdwwork_dim,0,VistASite,VIEW
Table Details,cdwwork_dim,0,VitalType,VIEW
Table Details,cdwwork_dim,0,VSEAdditionalResource,VIEW
Table Details,cdwwork_dim,0,VSEAppointmentResource,VIEW
Table Details,cdwwork_dim,0,VSEAssociatedClinic,VIEW
Table Details,cdwwork_dim,0,VSECheckInStepStatus,VIEW
Table Details,cdwwork_dim,0,VSEDispositionReason,VIEW
Table Details,cdwwork_dim,0,WaitListLocation,VIEW
Table Details,cdwwork_dim,0,WaitListSpecialtyInstitution,VIEW
Table Details,cdwwork_dim,0,WaitListStopCode,VIEW
Table Details,cdwwork_dim,0,WardLocation,VIEW
Table Details,cdwwork_dim,0,WardLocationOoS,VIEW
Table Details,cdwwork_dim,0,WardsWhichCanAssign,VIEW
Table Details,cdwwork_dim,0,WHAgeRangeDefault,VIEW
Table Details,cdwwork_dim,0,WHBreastTreatmentNeed,VIEW
Table Details,cdwwork_dim,0,WHCaseManager,VIEW
Table Details,cdwwork_dim,0,WHCaseParameter,VIEW
Table Details,cdwwork_dim,0,WHCervicalTreatmentNeed,VIEW
Table Details,cdwwork_dim,0,WHNotificationOutcome,VIEW
Table Details,cdwwork_dim,0,WHNotificationPurpose,VIEW
Table Details,cdwwork_dim,0,WHNotificationType,VIEW
Table Details,cdwwork_dim,0,WHPapRegimen,VIEW
Table Details,cdwwork_dim,0,WHProcedureType,VIEW
Table Details,cdwwork_dim,0,WHRadiologyDiagnosisCode,VIEW
Table Details,cdwwork_dim,0,WHReferralSource,VIEW
Table Details,cdwwork_dim,0,WHResult,VIEW
Table Details,cdwwork_dim,0,WHSnapshotReport,VIEW
Table Details,cdwwork_dim,0,WorkAction,VIEW
Table Details,cdwwork_dim,0,WorkOrderCode,VIEW
Table Details,cdwwork_dim,0,X12278DelayReasonCode,VIEW
Table Details,cdwwork_edis,0,EDISLog,VIEW
Table Details,cdwwork_edis,0,EDISLogDischargeDiagnosis,VIEW
Table Details,cdwwork_edis,0,EDISLogHistory,VIEW
Table Details,cdwwork_edis,0,EDISOrder,VIEW
Table Details,cdwwork_extract,0,extractbatch,VIEW
Table Details,cdwwork_fee,0,CommunityNursingHome,VIEW
Table Details,cdwwork_fee,0,FeeAuthorization,VIEW
Table Details,cdwwork_fee,0,FeeAuthorizationRemarks,VIEW
Table Details,cdwwork_fee,0,FeeAuthorizationRequest,VIEW
Table Details,cdwwork_fee,0,FeeBatch,VIEW
Table Details,cdwwork_fee,0,FeeCPTModifier,VIEW
Table Details,cdwwork_fee,0,FeeInitialTreatment,VIEW
Table Details,cdwwork_fee,0,FeeInpatInvoice,VIEW
Table Details,cdwwork_fee,0,FeeInpatInvoice_Recent,VIEW
Table Details,cdwwork_fee,0,FeeInpatInvoiceICDDiagnosis,VIEW
Table Details,cdwwork_fee,0,FeeInpatInvoiceICDDiagnosis_Recent,VIEW
Table Details,cdwwork_fee,0,FeeInpatInvoiceICDProcedure,VIEW
Table Details,cdwwork_fee,0,FeeNotificationRequest,VIEW
Table Details,cdwwork_fee,0,FeePharmacyInvoice,VIEW
Table Details,cdwwork_fee,0,FeePrescription,VIEW
Table Details,cdwwork_fee,0,FeeServiceProvided,VIEW
Table Details,cdwwork_fee,0,FeeTravelPayment,VIEW
Table Details,cdwwork_fee,0,FeeUnauthorizedClaim,VIEW
Table Details,cdwwork_gip,0,ClinicalLogisticsReportServer,VIEW
Table Details,cdwwork_gip,0,InventoryCaseCart,VIEW
Table Details,cdwwork_gip,0,InventoryCaseCartCode,VIEW
Table Details,cdwwork_gip,0,InventoryCaseCartItem,VIEW
Table Details,cdwwork_gip,0,InventoryInstrumentKit,VIEW
Table Details,cdwwork_gip,0,InventoryInstrumentKitItem,VIEW
Table Details,cdwwork_gip,0,InventoryTransaction,VIEW
Table Details,cdwwork_hf,0,HealthFactor,VIEW
Table Details,cdwwork_ib,0,AccountsReceivable,VIEW
Table Details,cdwwork_ib,0,AccountsReceivableComment,VIEW
Table Details,cdwwork_ib,0,AccountsReceivableDescription,VIEW
Table Details,cdwwork_ib,0,AccountsReceivableFiscalYear,VIEW
Table Details,cdwwork_ib,0,AccountsReceivableRepayDate,VIEW
Table Details,cdwwork_ib,0,AccountsReceivableTCSP,VIEW
Table Details,cdwwork_ib,0,ApproveOnAppealFrom,VIEW
Table Details,cdwwork_ib,0,ARTransaction,VIEW
Table Details,cdwwork_ib,0,ARTransactionComment,VIEW
Table Details,cdwwork_ib,0,ARTransactionDescription,VIEW
Table Details,cdwwork_ib,0,ARTransactionFiscalYear,VIEW
Table Details,cdwwork_ib,0,BillClaim,VIEW
Table Details,cdwwork_ib,0,BillClaimCare,VIEW
Table Details,cdwwork_ib,0,BillClaimCPTModifier,VIEW
Table Details,cdwwork_ib,0,BillClaimDiagnosis,VIEW
Table Details,cdwwork_ib,0,BillClaimInsurance,VIEW
Table Details,cdwwork_ib,0,BillClaimOutpatientVisitDate,VIEW
Table Details,cdwwork_ib,0,BillClaimProcedure,VIEW
Table Details,cdwwork_ib,0,BillClaimProsthetics,VIEW
Table Details,cdwwork_ib,0,BillClaimProvider,VIEW
Table Details,cdwwork_ib,0,BillClaimRevenueCode,VIEW
Table Details,cdwwork_ib,0,BillClaimRxOutpat,VIEW
Table Details,cdwwork_ib,0,EDIMessage,VIEW
Table Details,cdwwork_ib,0,EDITransmissionBatch,VIEW
Table Details,cdwwork_ib,0,EDITransmitBill,VIEW
Table Details,cdwwork_ib,0,EEOBClaim,VIEW
Table Details,cdwwork_ib,0,EEOBClaimAdjustment,VIEW
Table Details,cdwwork_ib,0,EEOBClaimAdjustmentReason,VIEW
Table Details,cdwwork_ib,0,EEOBClaimARAmountDistribution,VIEW
Table Details,cdwwork_ib,0,EEOBLineAdjGroupCode,VIEW
Table Details,cdwwork_ib,0,EEOBLineAdjGroupReason,VIEW
Table Details,cdwwork_ib,0,EEOBLineAdjModifier,VIEW
Table Details,cdwwork_ib,0,EEOBLineAdjRemark,VIEW
Table Details,cdwwork_ib,0,EEOBLineAdjustment,VIEW
Table Details,cdwwork_ib,0,hospitalreview,VIEW
Table Details,cdwwork_ib,0,IBAction,VIEW
Table Details,cdwwork_ib,0,IBClaimsTracking,VIEW
Table Details,cdwwork_ib,0,IBCopayTransaction,VIEW
Table Details,cdwwork_ib,0,IBInpatientDiagnosis,VIEW
Table Details,cdwwork_ib,0,IBInpatientInterimDRG,VIEW
Table Details,cdwwork_ib,0,IBInpatientProvider,VIEW
Table Details,cdwwork_ib,0,InsurancePenalty,VIEW
Table Details,cdwwork_ib,0,InsuranceReview,VIEW
Table Details,cdwwork_ib,0,ReasonForNonAcuteAdmission,VIEW
Table Details,cdwwork_ib,0,ReasonForNonAcuteDay,VIEW
Table Details,cdwwork_ib,0,ReasonsForDenial,VIEW
Table Details,cdwwork_ib,0,ScheduledAdmission,VIEW
Table Details,cdwwork_immun,0,Immunization,VIEW
Table Details,cdwwork_immun,0,ImmunizationContraRefusalEvent,VIEW
Table Details,cdwwork_inpat,0,Census,VIEW
Table Details,cdwwork_inpat,0,Census501,VIEW
Table Details,cdwwork_inpat,0,Census501Diagnosis,VIEW
Table Details,cdwwork_inpat,0,Census535,VIEW
Table Details,cdwwork_inpat,0,CensusDiagnosis,VIEW
Table Details,cdwwork_inpat,0,CensusICDProcedure,VIEW
Table Details,cdwwork_inpat,0,CensusSurgicalProcedure,VIEW
Table Details,cdwwork_inpat,0,DailyCensus,VIEW
Table Details,cdwwork_inpat,0,Inpatient,VIEW
Table Details,cdwwork_inpat,0,Inpatient_Recent,VIEW
Table Details,cdwwork_inpat,0,Inpatient501Multiple,VIEW
Table Details,cdwwork_inpat,0,Inpatient501Transaction,VIEW
Table Details,cdwwork_inpat,0,Inpatient501TransactionDiagnosis,VIEW
Table Details,cdwwork_inpat,0,Inpatient535Multiple,VIEW
Table Details,cdwwork_inpat,0,Inpatient535Transaction,VIEW
Table Details,cdwwork_inpat,0,InpatientCloseout,VIEW
Table Details,cdwwork_inpat,0,InpatientCPTProcedure,VIEW
Table Details,cdwwork_inpat,0,InpatientDiagnosis,VIEW
Table Details,cdwwork_inpat,0,InpatientDiagnosis_Recent,VIEW
Table Details,cdwwork_inpat,0,InpatientDischargeDiagnosis,VIEW
Table Details,cdwwork_inpat,0,InpatientFeeBasis,VIEW
Table Details,cdwwork_inpat,0,InpatientFeeDiagnosis,VIEW
Table Details,cdwwork_inpat,0,InpatientICDProcedure,VIEW
Table Details,cdwwork_inpat,0,InpatientRelease,VIEW
Table Details,cdwwork_inpat,0,InpatientSurgicalProcedure,VIEW
Table Details,cdwwork_inpat,0,Lodger,VIEW
Table Details,cdwwork_inpat,0,PatientTransfer,VIEW
Table Details,cdwwork_inpat,0,PatientTransferDiagnosis,VIEW
Table Details,cdwwork_inpat,0,PresentOnAdmission,VIEW
Table Details,cdwwork_inpat,0,ProvisionalMovement,VIEW
Table Details,cdwwork_inpat,0,SpecialtyTransfer,VIEW
Table Details,cdwwork_inpat,0,specialtytransferdiagnosis,VIEW
Table Details,cdwwork_labaccession,0,AccessionAreaNumber,VIEW
Table Details,cdwwork_labaccession,0,AccessionAreaPeriod,VIEW
Table Details,cdwwork_labaccession,0,AccessionTest,VIEW
Table Details,cdwwork_labaccession,0,AccessionTestWorkload,VIEW
Table Details,cdwwork_laborder,0,AccessionSpecimen,VIEW
Table Details,cdwwork_laborder,0,AccessionSpecimenAPDescription,VIEW
Table Details,cdwwork_laborder,0,AccessionSpecimenDescription,VIEW
Table Details,cdwwork_laborder,0,AccessionSpecimenTest,VIEW
Table Details,cdwwork_laborder,0,LabOrder,VIEW
Table Details,cdwwork_lcustomer,0,allpermissions,BASE TABLE
Table Details,cdwwork_lcustomer,0,lcustomer,BASE TABLE
Table Details,cdwwork_lsv,0,clinicavailability,VIEW
Table Details,cdwwork_meta,0,DWIndex,VIEW
Table Details,cdwwork_meta,0,dwsourceattributet,VIEW
Table Details,cdwwork_meta,0,dwsourceentityt,VIEW
Table Details,cdwwork_meta,0,DWView,VIEW
Table Details,cdwwork_meta,0,DWViewField,VIEW
Table Details,cdwwork_meta,0,dwviewfieldt,VIEW
Table Details,cdwwork_meta,0,DWViewForeignKey,VIEW
Table Details,cdwwork_meta,0,dwviewforeignkeyt,VIEW
Table Details,cdwwork_meta,0,dwviewindext,VIEW
Table Details,cdwwork_meta,0,DWViewSchema,VIEW
Table Details,cdwwork_meta,0,dwviewschemat,VIEW
Table Details,cdwwork_meta,0,dwviewt,VIEW
Table Details,cdwwork_meta,0,etltracking,VIEW
Table Details,cdwwork_meta,0,filemanfield,VIEW
Table Details,cdwwork_meta,0,filemanfile,VIEW
Table Details,cdwwork_meta,0,SourceAttributeView,VIEW
